country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,TamilNadu,Karur,"Kamadenu Nagar, Karur - TNPCB",11-04-2025 00:00,10.96782,78.080882,PM10,NA,NA,NA
India,TamilNadu,Karur,"Kamadenu Nagar, Karur - TNPCB",11-04-2025 00:00,10.96782,78.080882,CO,6,11,8
India,TamilNadu,Madurai,"Uchapatti, Madurai - TNPCB",11-04-2025 00:00,9.865935,78.022669,PM2.5,21,177,48
India,TamilNadu,Madurai,"Uchapatti, Madurai - TNPCB",11-04-2025 00:00,9.865935,78.022669,PM10,28,146,56
India,TamilNadu,Madurai,"Uchapatti, Madurai - TNPCB",11-04-2025 00:00,9.865935,78.022669,OZONE,6,6,6
India,TamilNadu,Nagapattinam,"Velippalayam, Nagapattinam - TNPCB",11-04-2025 00:00,10.798548,79.838212,PM10,NA,NA,NA
India,TamilNadu,Namakkal,"Ponnusamy Nagar, Namakkal - TNPCB",11-04-2025 00:00,11.273992,78.163545,NH3,2,2,2
India,TamilNadu,Cuddalore,"Kudikadu, Cuddalore - TNPCB",11-04-2025 00:00,11.6829898,79.7532099,SO2,NA,NA,NA
India,TamilNadu,Cuddalore,"Semmandalam, Cuddalore - TNPCB",11-04-2025 00:00,11.7637683,79.7499835,PM10,4,61,30
India,TamilNadu,Cuddalore,"Semmandalam, Cuddalore - TNPCB",11-04-2025 00:00,11.7637683,79.7499835,OZONE,1,2,2
India,TamilNadu,Dindigul,"Mendonsa Colony, Dindigul - TNPCB",11-04-2025 00:00,10.358535,77.984321,PM2.5,40,79,62
India,TamilNadu,Dindigul,"Mendonsa Colony, Dindigul - TNPCB",11-04-2025 00:00,10.358535,77.984321,OZONE,8,8,8
India,TamilNadu,Hosur,"SIPCOT Phase-1, Hosur - TNPCB",11-04-2025 00:00,12.746998,77.813811,NO2,1,2,2
India,TamilNadu,Hosur,"SIPCOT Phase-1, Hosur - TNPCB",11-04-2025 00:00,12.746998,77.813811,NH3,1,1,1
India,TamilNadu,Kanchipuram,"Kilambi, Kanchipuram - TNPCB",11-04-2025 00:00,12.864618,79.659968,NH3,4,4,4
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB",11-04-2025 00:00,17.544899,78.486949,PM2.5,48,62,55
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB",11-04-2025 00:00,17.544899,78.486949,PM10,75,116,89
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB",11-04-2025 00:00,17.544899,78.486949,NO2,13,14,14
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",11-04-2025 00:00,17.37206,78.50864,SO2,14,18,15
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",11-04-2025 00:00,17.37206,78.50864,OZONE,5,39,26
India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB",11-04-2025 00:00,17.4559458,78.4332152,NO2,18,32,26
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",11-04-2025 00:00,17.417094,78.457437,PM2.5,59,174,92
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",11-04-2025 00:00,17.417094,78.457437,PM10,71,101,82
India,TamilNadu,Ooty,"Bombay Castel, Ooty - TNPCB",11-04-2025 00:00,11.4068288,76.7138973,NH3,13,17,16
India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB",11-04-2025 00:00,11.258242,77.552761,PM10,34,65,45
India,TamilNadu,Pudukottai,"SIPCOT Nathampannai, Pudukottai - TNPCB",11-04-2025 00:00,10.423417,78.784889,PM10,24,82,57
India,TamilNadu,Pudukottai,"SIPCOT Nathampannai, Pudukottai - TNPCB",11-04-2025 00:00,10.423417,78.784889,NO2,12,20,15
India,TamilNadu,Pudukottai,"SIPCOT Nathampannai, Pudukottai - TNPCB",11-04-2025 00:00,10.423417,78.784889,NH3,2,3,2
India,TamilNadu,Pudukottai,"SIPCOT Nathampannai, Pudukottai - TNPCB",11-04-2025 00:00,10.423417,78.784889,SO2,12,13,13
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB",11-04-2025 00:00,9.36399,78.831977,PM10,23,57,40
India,TamilNadu,Ranipet,"VOC Nagar_SIPCOT, Ranipet - TNPCB",11-04-2025 00:00,12.952707,79.30394,OZONE,1,1,1
India,TamilNadu,Salem,"Sona College of Technology, Salem - TNPCB",11-04-2025 00:00,11.679111,78.125052,NH3,3,3,3
India,TamilNadu,Salem,"Sona College of Technology, Salem - TNPCB",11-04-2025 00:00,11.679111,78.125052,OZONE,16,17,17
India,TamilNadu,Thanjavur,"Parisutham Nagar, Thanjavur - TNPCB",11-04-2025 00:00,10.7654824,79.1389968,NH3,2,2,2
India,TamilNadu,Thanjavur,"Parisutham Nagar, Thanjavur - TNPCB",11-04-2025 00:00,10.7654824,79.1389968,SO2,16,17,16
India,TamilNadu,Thanjavur,"Parisutham Nagar, Thanjavur - TNPCB",11-04-2025 00:00,10.7654824,79.1389968,OZONE,4,21,9
India,TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB",11-04-2025 00:00,8.816428,78.099039,CO,6,46,16
India,TamilNadu,Virudhunagar,"Collectorate Office, Virudhunagar - TNPCB",11-04-2025 00:00,9.559382,77.948828,OZONE,2,3,2
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB",11-04-2025 00:00,17.540891,78.358528,PM10,40,150,85
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB",11-04-2025 00:00,17.540891,78.358528,NO2,21,110,44
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB",11-04-2025 00:00,17.540891,78.358528,SO2,4,22,9
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",11-04-2025 00:00,17.460103,78.334361,PM2.5,11,40,26
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",11-04-2025 00:00,17.460103,78.334361,NH3,3,8,5
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB",11-04-2025 00:00,23.8175497,91.2726974,PM2.5,3,22,12
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB",11-04-2025 00:00,23.8175497,91.2726974,PM10,19,40,29
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB",11-04-2025 00:00,27.23711,78.01936,SO2,5,7,6
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB",11-04-2025 00:00,27.106972,78.000111,NH3,2,4,4
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",11-04-2025 00:00,27.19412,77.96237,NH3,6,22,12
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",11-04-2025 00:00,17.470431,78.566959,CO,24,60,37
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",11-04-2025 00:00,17.5184,78.278777,PM2.5,20,98,53
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",11-04-2025 00:00,17.5184,78.278777,NO2,5,85,12
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",11-04-2025 00:00,17.393559,78.339194,PM2.5,44,47,46
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",11-04-2025 00:00,17.393559,78.339194,PM10,68,88,80
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",11-04-2025 00:00,17.393559,78.339194,NH3,2,2,2
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",11-04-2025 00:00,29.06351,77.709723,CO,18,57,38
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB",11-04-2025 00:00,28.83526,78.7446,PM10,27,83,53
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",11-04-2025 00:00,28.840739,78.697531,SO2,3,79,17
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",11-04-2025 00:00,28.840739,78.697531,OZONE,25,83,59
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB",11-04-2025 00:00,28.88528,78.7388,NH3,4,4,4
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB",11-04-2025 00:00,28.88528,78.7388,SO2,28,31,29
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB",11-04-2025 00:00,28.856664,78.772638,PM2.5,19,50,28
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",11-04-2025 00:00,28.5898,77.3101,NO2,14,40,25
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",11-04-2025 00:00,28.5898,77.3101,CO,7,56,33
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",11-04-2025 00:00,28.5898,77.3101,OZONE,22,235,75
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",11-04-2025 00:00,25.425602,81.917152,PM2.5,11,144,54
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",11-04-2025 00:00,25.425602,81.917152,PM10,37,179,105
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",11-04-2025 00:00,25.425602,81.917152,NO2,5,6,6
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",11-04-2025 00:00,25.425602,81.917152,OZONE,11,52,14
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB",11-04-2025 00:00,25.494,81.863,PM10,28,284,115
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB",11-04-2025 00:00,25.494,81.863,SO2,24,34,27
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB",11-04-2025 00:00,28.38910936,79.42963708,SO2,25,25,25
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB",11-04-2025 00:00,28.38910936,79.42963708,CO,5,10,6
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB",11-04-2025 00:00,28.406963,77.849831,PM10,69,402,229
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",11-04-2025 00:00,27.168897,78.37696,PM2.5,17,67,32
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",11-04-2025 00:00,27.168897,78.37696,SO2,26,37,32
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",11-04-2025 00:00,27.168897,78.37696,CO,23,34,26
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB",11-04-2025 00:00,27.1594,78.3953,PM2.5,40,216,75
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB",11-04-2025 00:00,27.1594,78.3953,SO2,4,52,23
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB",11-04-2025 00:00,27.169338,78.03582,NH3,1,1,1
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB",11-04-2025 00:00,27.169338,78.03582,OZONE,5,45,33
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB",11-04-2025 00:00,27.19862,77.92066,OZONE,3,6,4
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB",11-04-2025 00:00,28.964949,77.278761,PM2.5,22,328,168
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB",11-04-2025 00:00,28.964949,77.278761,PM10,43,340,250
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB",11-04-2025 00:00,28.359581,79.414455,NO2,2,3,2
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB",11-04-2025 00:00,28.359581,79.414455,OZONE,15,24,18
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB",11-04-2025 00:00,28.849399,78.742362,NH3,4,4,4
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB",11-04-2025 00:00,28.849399,78.742362,SO2,18,48,31
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB",11-04-2025 00:00,28.802625,78.753728,PM10,28,92,61
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",11-04-2025 00:00,28.5447608,77.3231257,PM2.5,28,208,102
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",11-04-2025 00:00,28.5447608,77.3231257,NO2,19,68,38
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",11-04-2025 00:00,28.5447608,77.3231257,NH3,15,21,17
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",11-04-2025 00:00,28.5447608,77.3231257,CO,10,82,15
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",11-04-2025 00:00,28.5447608,77.3231257,OZONE,2,315,103
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",11-04-2025 00:00,28.47272,77.482,CO,21,52,28
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",11-04-2025 00:00,28.557054,77.453663,PM2.5,192,500,337
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",11-04-2025 00:00,25.4547,78.6039,NH3,4,4,4
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",11-04-2025 00:00,25.4547,78.6039,CO,10,18,14
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",11-04-2025 00:00,26.428282,80.327067,PM2.5,8,86,48
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",11-04-2025 00:00,26.428282,80.327067,NH3,2,2,2
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",11-04-2025 00:00,26.428282,80.327067,OZONE,5,22,17
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB",11-04-2025 00:00,26.906111,80.948222,PM10,27,500,151
India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB",11-04-2025 00:00,26.90723,80.98579,PM10,NA,NA,NA
India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB",11-04-2025 00:00,26.90723,80.98579,CO,NA,NA,NA
India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB",11-04-2025 00:00,26.90723,80.98579,OZONE,NA,NA,NA
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",11-04-2025 00:00,26.83399722,80.8917361,PM10,132,413,227
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",11-04-2025 00:00,26.83399722,80.8917361,NH3,9,18,13
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",11-04-2025 00:00,28.999264,77.7590354,PM10,NA,NA,NA
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB",11-04-2025 00:00,28.646233,77.358075,OZONE,13,157,53
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",11-04-2025 00:00,28.757294,77.278792,NH3,1,10,6
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",11-04-2025 00:00,26.730136,83.433859,NO2,11,12,11
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",11-04-2025 00:00,28.47272,77.482,PM2.5,21,78,45
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",11-04-2025 00:00,26.509954,80.249612,NH3,2,2,2
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",11-04-2025 00:00,26.4703136,80.3229863,PM10,24,91,58
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB",11-04-2025 00:00,28.2348927,77.8683002,SO2,30,106,64
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB",11-04-2025 00:00,26.86812,81.005119,NO2,8,9,8
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB",11-04-2025 00:00,25.494,81.863,OZONE,1,73,25
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB",11-04-2025 00:00,25.44919916,81.82735986,NH3,14,25,16
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB",11-04-2025 00:00,25.301778,82.996789,CO,7,16,10
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB",11-04-2025 00:00,25.262326,82.995408,PM10,17,80,46
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB",11-04-2025 00:00,25.262326,82.995408,NO2,2,2,2
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",11-04-2025 00:00,27.571409,77.655757,SO2,27,37,29
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",11-04-2025 00:00,27.571409,77.655757,OZONE,10,13,11
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB",11-04-2025 00:00,30.269444,78.044167,PM10,4,160,99
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB",11-04-2025 00:00,29.2124114,78.9611753,PM10,40,70,54
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB",11-04-2025 00:00,29.2124114,78.9611753,SO2,3,9,6
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB",11-04-2025 00:00,30.075911,78.2859547,NH3,9,11,9
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB",11-04-2025 00:00,30.075911,78.2859547,OZONE,25,88,57
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB",11-04-2025 00:00,23.697936,86.944395,NH3,2,3,2
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB",11-04-2025 00:00,23.697936,86.944395,OZONE,11,35,26
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB",11-04-2025 00:00,23.618183,87.105718,PM10,10,60,31
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB",11-04-2025 00:00,22.7605581,88.3617589,PM2.5,NA,NA,NA
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB",11-04-2025 00:00,22.7605581,88.3617589,NO2,NA,NA,NA
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB",11-04-2025 00:00,22.7605581,88.3617589,OZONE,17,60,28
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB",11-04-2025 00:00,23.567923,87.306843,PM2.5,7,29,20
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB",11-04-2025 00:00,23.567923,87.306843,CO,28,42,35
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB",11-04-2025 00:00,23.508764,87.35444,NO2,4,19,9
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",11-04-2025 00:00,22.06047,88.109737,OZONE,21,159,31
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB",11-04-2025 00:00,22.6025571,88.3105664,NO2,9,45,19
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",11-04-2025 00:00,22.611968,88.347422,PM10,36,174,60
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",11-04-2025 00:00,22.611968,88.347422,NO2,20,27,23
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",11-04-2025 00:00,22.611968,88.347422,OZONE,8,15,10
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",11-04-2025 00:00,22.5687319,88.2797276,NO2,10,26,18
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",11-04-2025 00:00,22.5687319,88.2797276,CO,5,32,17
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB",11-04-2025 00:00,22.5367507,88.3638022,PM2.5,10,17,13
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB",11-04-2025 00:00,22.5367507,88.3638022,SO2,1,20,4
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB",11-04-2025 00:00,22.5367507,88.3638022,CO,16,26,22
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB",11-04-2025 00:00,22.5367507,88.3638022,OZONE,17,41,27
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",11-04-2025 00:00,22.58157048,88.41002457,NH3,6,9,7
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",11-04-2025 00:00,22.58157048,88.41002457,CO,18,24,19
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",11-04-2025 00:00,22.49929,88.36917,CO,15,20,18
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",11-04-2025 00:00,22.627847,88.380669,NO2,19,30,23
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",11-04-2025 00:00,22.627847,88.380669,SO2,6,14,11
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",11-04-2025 00:00,22.51106,88.35142,PM2.5,15,31,21
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",11-04-2025 00:00,22.51106,88.35142,PM10,33,67,43
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",11-04-2025 00:00,22.5448082,88.3403691,PM10,29,61,39
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",11-04-2025 00:00,22.5448082,88.3403691,OZONE,19,60,36
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",11-04-2025 00:00,24.762518,84.982348,PM10,79,137,91
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",11-04-2025 00:00,25.697189,85.2459,NH3,4,7,6
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",11-04-2025 00:00,25.697189,85.2459,SO2,3,6,4
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",11-04-2025 00:00,25.697189,85.2459,CO,17,34,23
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",11-04-2025 00:00,25.560083,87.553265,PM10,NA,NA,NA
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",11-04-2025 00:00,26.0881305,87.93840336,NO2,1,4,2
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",11-04-2025 00:00,26.0881305,87.93840336,OZONE,12,22,19
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",11-04-2025 00:00,27.308328,84.531742,NO2,NA,NA,NA
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",11-04-2025 00:00,27.308328,84.531742,CO,4,107,105
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",11-04-2025 00:00,26.349082,92.68449,OZONE,NA,NA,NA
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",11-04-2025 00:00,26.446912,91.439057,PM10,NA,NA,NA
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",11-04-2025 00:00,26.446912,91.439057,CO,20,44,30
India,Assam,Silchar,"Tarapur, Silchar - PCBA",11-04-2025 00:00,24.82827,92.79525,SO2,3,17,9
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",11-04-2025 00:00,26.987634,94.636574,PM10,23,95,70
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",11-04-2025 00:00,26.987634,94.636574,SO2,7,79,16
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",11-04-2025 00:00,26.146529,87.454184,PM2.5,NA,NA,NA
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",11-04-2025 00:00,26.146529,87.454184,PM10,NA,NA,NA
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",11-04-2025 00:00,25.5626095,84.663264,PM2.5,NA,NA,NA
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",11-04-2025 00:00,26.1209,85.3647,OZONE,17,52,33
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",11-04-2025 00:00,25.586562,85.043586,PM2.5,8,113,67
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",11-04-2025 00:00,25.586562,85.043586,NH3,2,3,3
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",11-04-2025 00:00,25.586562,85.043586,SO2,1,5,4
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",11-04-2025 00:00,25.586562,85.043586,OZONE,6,38,16
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",11-04-2025 00:00,25.592539,85.227158,PM2.5,35,61,45
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",11-04-2025 00:00,25.592539,85.227158,CO,20,44,22
India,Bihar,Patna,"Muradpur, Patna - BSPCB",11-04-2025 00:00,25.619651,85.147382,NH3,1,45,5
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",11-04-2025 00:00,25.599486,85.113666,NO2,4,16,9
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",11-04-2025 00:00,27.103358,93.679645,OZONE,3,4,4
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",11-04-2025 00:00,26.071318,91.87488,OZONE,21,48,24
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",11-04-2025 00:00,26.10887,91.589544,CO,8,35,31
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",11-04-2025 00:00,26.1875,91.744194,OZONE,17,18,17
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",11-04-2025 00:00,26.181742,91.78063,PM2.5,53,270,166
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",11-04-2025 00:00,26.181742,91.78063,SO2,19,21,20
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",11-04-2025 00:00,16.486692,80.699436,PM2.5,57,94,67
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",11-04-2025 00:00,16.509717,80.612222,OZONE,7,32,19
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",11-04-2025 00:00,16.554731,80.64911,PM10,NA,NA,NA
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",11-04-2025 00:00,16.554731,80.64911,NO2,NA,NA,NA
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",11-04-2025 00:00,17.72,83.3,PM10,20,188,58
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",11-04-2025 00:00,27.103358,93.679645,SO2,NA,NA,NA
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",11-04-2025 00:00,24.75746,84.366208,NO2,NA,NA,NA
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",11-04-2025 00:00,24.75746,84.366208,CO,NA,NA,NA
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",11-04-2025 00:00,26.80365,84.51954,PM2.5,NA,NA,NA
